active_ingredient,pmid,pmcid,year,title,journal,is_open_access,has_age_at_exposure,has_growth_before_exposure,has_growth_during_exposure,has_growth_after_discontinuation,has_puberty,has_bone_age,has_epiphyseal_imaging,has_igf1_or_gh,has_phosphate,has_weight_nutrition,has_disease_activity,has_concomitant_medications,has_height_trajectory,has_segment_measurements,has_adverse_skeletal,has_dechallenge,has_rechallenge,has_dose_response,competing_growth_hormone_given,competing_puberty_suppression,competing_aromatase_inhibition,competing_nutritional_recovery,competing_major_weight_change,competing_glucocorticoid_withdrawal,competing_thyroid_correction,competing_disease_remission,competing_tumour_hormone,element_exposure_precedes_change,element_plausible_latency,element_dechallenge,element_rechallenge,element_dose_response,element_independent_replication,element_open_growth_plates,element_interpretable_baseline,timeline_fields_present,timeline_fields_possible,competing_explanations,raw_causality_score,penalty,score_cap_applied,temporal_causality_score,clean_natural_experiment,extraction_basis
LOPERAMIDE,36506610,PMC9694749,2022,Microscopic colitis: an update.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,36079153,PMC9456591,2022,Gastrointestinal and Liver Complications in Patients with Diabetes Mellitus-A Review of the Literature.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,34969388,PMC8717644,2021,"Serial transverse enteroplasty and nipple valve construction, two life saving techniques for patients with short bowel syndrome, a report of 5 cases.",,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,34511420,PMC8438734,2021,Corneal perforation due to vitamin A deficiency in a patient with short bowel syndrome.,,N,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,35619175,PMC9134705,2022,Adverse events of intestinal microbiota transplantation in randomized controlled trials: a systematic review and meta-analysis.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,22693320,PMC3109695,2011,Crohn's disease after gastric bypass surgery.,,N,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,23754158,PMC7095047,2013,"Abstracts of ESPNIC 2013, the 24th Annual Meeting of the European Society of Paediatric and Neonatal Intensive Care. June 12-15, 2013. Rotterdam, Netherlands.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,19826643,PMC2776611,2009,Cyclosporine in the management of esophageal lichen planus.,,N,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,,PMC11411559,2024,"Abstracts from the 1st Journal of Pharmaceutical Policy and Practice (JoPPP)-Borneo International Pharmaceutical Conference, Sarawak, Malaysia 20–22 September 2024 : Publication of this supplement is sponsored by Sarawak",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,36079838,PMC9460308,2022,"The Relationship between Gastrointestinal Health, Micronutrient Concentrations, and Autoimmunity: A Focus on the Thyroid.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,37189633,PMC10136316,2023,"Colostrum and Lactoferrin Protect against Side Effects of Therapy with Antibiotics, Anti-inflammatory Drugs and Steroids, and Psychophysical Stress: A Comprehensive Review.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
TIOTROPIUM BROMIDE,22536582,PMC3373283,2012,"Canadian Thoracic Society 2012 guideline update: diagnosis and management of asthma in preschoolers, children and adults.",,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,41991874,PMC13290921,2026,Glucagon-Like Peptide-1 Receptor Agonists: Their Therapeutic Potential in Cystic Fibrosis.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,41006969,PMC12468755,2025,Treatment with CFTR Modulators for Cystic Fibrosis: What a Pediatric Gastroenterologist Needs to Know.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,40806116,PMC12348482,2025,The State of Weight in Cystic Fibrosis: Understanding Nutritional Status and Individualizing Nutritional Care in the Modulator Era.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,37376531,PMC10304713,2023,"Gastrointestinal Manifestations of SARS-CoV-2: Transmission, Pathogenesis, Immunomodulation, Microflora Dysbiosis, and Clinical Implications.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,29475169,PMC5928031,2018,Raoultella Planticola associated necrotizing appendicitis: A novel case report.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,33738693,PMC7972945,2020,"61st Annual Conference of Indian Society of Gastroenterology, Virtual Diamond Jubilee ISGCON 2020, 19-20th December 2020.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,33676855,PMC8413400,2021,A practical approach to the evaluation and management of gastrointestinal symptoms in patients with systemic sclerosis.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,40071337,PMC11898043,2025,Pulmonary nontuberculous mycobacterial infections among women with cystic fibrosis and non-cystic fibrosis bronchiectasis.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,36344080,PMC10291706,2022,Endocrine Complications of Cystic Fibrosis.,,N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,36143881,PMC9503821,2022,Malassezia Folliculitis following Triple Therapy for Cystic Fibrosis.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,35884064,PMC9323167,2022,Going the Extra Mile: Why Clinical Research in Cystic Fibrosis Must Include Children.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,35154718,PMC8829656,2022,REAL-world clinical effectiveness of ivacaftor therapy in the first 24 months in two infants with cystic fibrosis and different gating mutations-A case report.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
TIOTROPIUM BROMIDE,40688717,PMC12270745,2025,Aerodigestive evaluation in patients with eosinophilic asthma.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
TIOTROPIUM BROMIDE,34640558,PMC8509766,2021,Anti-Obesity Medication Use in Children and Adolescents with Prader-Willi Syndrome: Case Review and Literature Search.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,38105789,PMC10722287,2023,Difficulties in the management of an Askin tumor in a pediatric patient with cystic fibrosis: case report and literature review.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,33676855,PMC8413400,2021,A practical approach to the evaluation and management of gastrointestinal symptoms in patients with systemic sclerosis.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,33538894,PMC7932982,2021,Evidence-based clinical practice guidelines for irritable bowel syndrome 2020.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,28286566,PMC5330602,2017,Gastrointestinal manifestations of mitochondrial disorders: a systematic review.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,32600434,PMC7325159,2020,"Advances in paediatrics in 2019: current practices and challenges in allergy, endocrinology, gastroenterology, public health, neonatology, nutrition, nephrology, neurology, respiratory diseases and rheumatic diseases.",,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,35990223,PMC9202747,2019,Cystic fibrosis liver disease: A condition in need of structured transition and continuity of care.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,23691336,PMC3654232,2013,"Microscopic colitis: epidemiology, pathophysiology, diagnosis and current management-an update 2013.",,Y,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,26951230,PMC4837890,2016,Gastrointestinal Disorders Associated with Common Variable Immune Deficiency (CVID) and Chronic Granulomatous Disease (CGD).,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,22570639,PMC3338169,2010,An Evidence-based Approach to Therapy in IBS-D: A Case Study Compendium.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,31562236,PMC6872448,2019,British Society of Gastroenterology consensus guidelines on the management of inflammatory bowel disease in adults.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,24222814,PMC3821706,2013,Chronic vomiting and diarrhea in a young adult female.,,Y,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,30324299,PMC6209003,2018,Clinical-Pathological Conference Series from the Medical University of Graz : Case No 168: A 28-year-old Syrian refugee with severe abdominal pain and eosinophilia.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,32064264,PMC7000529,2019,A Personalized Approach to Managing Patients With an Ileal Pouch-Anal Anastomosis.,,Y,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,31496621,PMC6710178,2019,"Gastrointestinal motility and absorptive disorders in patients with inflammatory bowel diseases: Prevalence, diagnosis and treatment.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,26518158,PMC4628347,2015,"Xyloglucan for the treatment of acute diarrhea: results of a randomized, controlled, open-label, parallel group, multicentre, national clinical trial.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,37096495,PMC10125800,2023,Fecal microbiota transplantation for the treatment of recurrent Clostridioides difficile (Clostridium difficile).,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,30581501,PMC6300851,2018,Guidelines on the management of irritable bowel syndrome: In memory of Professor Witold Bartnik.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,29462280,PMC6018983,2018,Clinical Practice Guidelines for Clostridium difficile Infection in Adults and Children: 2017 Update by the Infectious Diseases Society of America (IDSA) and Society for Healthcare Epidemiology of America (SHEA).,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,21547137,PMC3084403,2011,Celiac disease and microscopic colitis: a report of 4 cases.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,21586142,PMC3118142,2011,Chronic diarrhea associated with persistent norovirus excretion in patients with chronic lymphocytic leukemia: report of two cases.,,Y,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,24796803,PMC4669049,2014,Fecal microbial therapy: promises and pitfalls.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,26956193,PMC4895930,2016,"Fecal Microbiota Transplantation: Current Applications, Effectiveness, and Future Perspectives.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,29318938,PMC5922265,2018,"Pitt-Hopkins Syndrome: A Review of Current Literature, Clinical Approach, and 23-Patient Case Series.",,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,24286951,PMC6658178,2013,Gastrointestinal complications of diabetes.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
TEDUGLUTIDE,36504557,PMC9730438,2022,Glucagon-like peptide-2 analogues for Crohn's disease patients with short bowel syndrome and intestinal failure.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
TEDUGLUTIDE,39200984,PMC11355190,2024,Endoscopic Management of Strictures in Crohn's Disease: An Unsolved Case.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
TEDUGLUTIDE,32337316,PMC7162129,2020,Very Early Onset of Inflammatory Bowel Disease in a Patient With Long-Segment Hirschsprung's Disease.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
TEDUGLUTIDE,35463997,PMC9023091,2022,"Autologous Intestinal Reconstruction Surgery in Short Bowel Syndrome: Which, When, and Why.",,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
TEDUGLUTIDE,41646114,PMC12851339,2024,Anticoagulation and antiplatelet therapy in short bowel syndrome: A systematic review.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
TEDUGLUTIDE,40511731,PMC12512236,2025,Advances in Nutritional and Therapeutic Strategies for Type 2 Intestinal Failure: A Narrative Review.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
TEDUGLUTIDE,31495952,PMC7318247,2020,"Safety and Efficacy of Teduglutide in Pediatric Patients With Intestinal Failure due to Short Bowel Syndrome: A 24-Week, Phase III Study.",,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PREDNISOLONE,41880126,PMC13144253,2026,"Japanese clinical practice guidelines for vascular tumors, vascular malformations, lymphatic malformations, and lymphangiomatosis 2022.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PREDNISOLONE,40842493,PMC12366100,2025,The clinical approach to child and adolescent patients with lipodystrophy: a series of international case discussions.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PREDNISOLONE,41853168,PMC12993131,2026,Uncontrolled hypertension in siblings: an unsuspected diagnosis.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,36813431,PMC9659511,2023,Diarrhea and Coronavirus Disease 2019 Infection.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PREDNISOLONE,41881561,PMC13017083,2026,"Japanese clinical practice guidelines for vascular tumors, vascular malformations, lymphatic malformations, and Lymphangiomatosis 2022.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PREDNISOLONE,40716421,PMC12490835,2025,Adult Food Protein-Induced Enterocolitis Syndrome: A Review of Emerging Evidence and Clinical Considerations.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LOPERAMIDE,39275281,PMC11397488,2024,Pediatric Chronic Intestinal Failure: Something Moving?,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
