active_ingredient,nct_id,title,status,phase,conditions,min_age,max_age,paediatric,primary_outcomes,secondary_outcomes,growth_outcome_measured,growth_outcome_is_primary
PANCRELIPASE,NCT07450547,Phase 2 Study to Assess the Safety and Efficacy of ANG003,RECRUITING,PHASE2,Exocrine Pancreatic Insufficiency (EPI); Cystic Fibrosis (CF),12 Years,,True,Adverse events (AEs); Treatment-emergent AEs; Serious AEs; Discontinuation due to AEs; Clinical laboratory values; Coefficient of Fat Absorption (CFA),Plasma docosahexaenoic acid (DHA) and eicosapentaenoic acid (EPA) (ug/mL); Coefficient of Nitrogen Absorption (CNA); % of subjects with GI symptoms; Cumulative stool weight; Number of Stools per Day,False,False
PANCRELIPASE,NCT01228643,Effectiveness of Pancreatic Enzymes in Patients Pancreatic Insufficient: Comparison of Two Drugs,WITHDRAWN,PHASE3,Chronic Renal Failure,14 Years,65 Years,True,Balance of fat in feces.,Prove the efficacy of pancreatic enzyme Norzyme ® through the activity of lipase in the formulation contained in the control of steatorrhea,False,False
PANCRELIPASE,NCT00690820,Study Investigating a Delayed-Release Pancrelipase in Patients With Pancreatic Exocrine Insufficiency (PEI) Due to Cystic Fibrosis (CF),COMPLETED,PHASE3,Cystic Fibrosis; Pancreatic Exocrine Insufficiency,7 Years,11 Years,True,Coefficient of Fat Absorption (%),Coefficient of Nitrogen Absorption (%); Total Fat Excretion (Grams); Total Stool Weight (Grams); Stool Frequency; Percentage of Days With no Flatulence.; Percentage of Days With Formed/Normal Stools.; Percentage of Days With no Abdominal Pain.,False,False
PANCRELIPASE,NCT02137382,"A Double-blind, Randomized, Multicenter, Cross-over Study to Compare the Effect of Creon N and Creon® on Fat Digestion in Subjects ≥ 12 Years of Age With Pancre",COMPLETED,PHASE3,Pancreatic Exocrine Insufficiency Due to Cystic Fibrosis,12 Years,,True,Coefficient of Fat Absorption (CFA),Coefficient of Nitrogen Absorption (CNA).; Total Fat Excretion; Stool Frequency; Percentage of Days With no Flatulence; Percentage of Days With no Abdominal Pain; Percentage of Days With Formed/Normal Stools,False,False
PANCRELIPASE,NCT03924947,A Study to Compare US Marketed Creon Manufactured With a Modernized Process at an Alternate Manufacturing Site and Manufactured With the Approved Manufacturing ,COMPLETED,PHASE4,Cystic Fibrosis,12 Years,,True,Part 1 Coefficient of Fat Absorption (CFA); Part 2 Coefficient of Fat Absorption (CFA),Coefficient of Nitrogen Absorption (CNA); Stool Fat; Stool Weight,False,False
PANCRELIPASE,NCT01327703,Control of Steatorrhea in Participants With Cystic Fibrosis and Exocrine Pancreatic Insufficiency,COMPLETED,PHASE4,Exocrine Pancreatic Insufficiency; Cystic Fibrosis,7 Years,,True,Percent Coefficient of Fat Absorption (CFA),Mean Daily Number of Stools; Percentage of Stools With Normal Consistency; Total Weight of Stools; Mean Weight Per Stool Sample; Relative Frequency of Days With Abdominal Symptoms; Percentage of Participants With Abdominal Distension; Percent Coefficient of Fat Absorption (CFA) Based on Concomitant ,False,False
PANCRELIPASE,NCT00217204,"An Effectiveness, Safety, and Palatability Study of Pancrelipase Microtablets in Infants and Toddlers With Cystic Fibrosis and Fat Malabsorption",COMPLETED,PHASE2,Cystic Fibrosis; Steatorrhea,6 Months,30 Months,True,Change in coefficient of fecal fat absorption from baseline to end of study period. Palatability. Percent carbon dioxide expired by 13C-mixed triglyceride breath test measuring exogenous lipase activity.,"Clinical Global Impression Severity Subscale. Global Change Subscale. Weight gain/loss. Global Assessment effectiveness. Nitrogen excretion/24 hr. Mean dose of pancrease assessed/day & weight. Mean daily calories, fat intake. Coefficient fat absorption",False,False
PANCRELIPASE,NCT00006063,Randomized Study of Pancrelipase With Bicarbonate (PANCRECARB) Capsules in Reducing Steatorrhea in Patients With Cystic Fibrosis,COMPLETED,NA,Cystic Fibrosis,0 Years,,True,,,False,False
PANCRELIPASE,NCT01427712,Special Investigation (All Cases) of LipaCreon in Patients With Pancreatic Exocrine Insufficiency Due to Cystic Fibrosis,COMPLETED,,Cystic Fibrosis; Exocrine Pancreatic Insufficiency; Pancreatic Diseases; Digestive System Diseases,1 Year,99 Years,True,Number of Patients With Adverse Drug Reaction,Nutritional Endpoints - BMI; Nutritional Endpoints - Serum Total Protein; Nutrition Endpoints - Albumin; Nutrition Endpoints - Total Cholesterol; Nutrition Endpoints - Triglycerides; Nutrition Endpoints - Haemoglobin; Symptoms Related to Exocrine Pancreatic Insufficiency - Steatorrhoea; Symptoms Rel,False,False
PANCRELIPASE,NCT00775528,Study Investigating a Delayed-Release Pancrelipase in Patients With Pancreatic Exocrine Insufficiency Due to Cystic Fibrosis,COMPLETED,PHASE3,Cystic Fibrosis; Pancreatic Exocrine Insufficiency,1 Month,6 Years,True,Number of Patients With at Least One Treatment Emergent Adverse Event (TEAE),Stool Fat (% Fat); Fat Intake (g); Total Calorie Intake (kcal),False,False
PANCRELIPASE,NCT00662675,A Study of the Efficacy and Tolerability of Pancrelipase Microtablet (MT) Capsules for the Treatment of Cystic Fibrosis-dependent Exocrine Pancreatic Insufficie,COMPLETED,PHASE3,Exocrine Pancreatic Insufficiency; Steatorrhea; Malabsorption Syndromes; Cystic Fibrosis,7 Years,60 Years,True,Change in the Coefficient of Fat Absorption (COA-fat Percent),Change in Percent COA-Protein (Nitrogen); Percent of Patients Reporting Clinical Signs and Symptoms of Exocrine Pancreatic Insufficiency (EPI) During the Double-Blind Phase,False,False
PANCRELIPASE,NCT02372383,Improving Treatment of Nontuberculous Mycobacterial Infection in Cystic Fibrosis,COMPLETED,NA,Cystic Fibrosis,16 Years,45 Years,True,Median Maximal Drug Concentration (Cmax),Other PK Measures: Median Time to Maximal Drug Concentration (Tmax); Other PK Measures: Half-life (t1/2); Other PK Measures: Drug Clearance; Other PK Measures: Volume of Distribution (Vd); Covariates of PK Measures: C-reactive Protein (CRP); Covariates of PK Measures: Circulating Neutrophil Count; C,False,False
PANCRELIPASE,NCT02415959,Efficacy and Safety Study of Creon IR in Subjects With Pancreatic Exocrine Insufficiency Due to Cystic Fibrosis,COMPLETED,PHASE2,Exocrine Pancreatic Insufficiency in Subjects With Cystic Fibrosis,12 Years,,True,Coefficient of Fat Absorption (CFA),Coefficient of Nitrogen Absorption (CNA); Stool Fat Content; Stool Weight,False,False
PANCRELIPASE,NCT00880100,Use of Ultrase® MT12 in Young Cystic Fibrosis Children (CF),COMPLETED,PHASE3,Cystic Fibrosis; Pancreatic Insufficiency,2 Years,6 Years,True,Percentage of Patients With Control of Steatorrhea,Percentage of Patients With Normal Stool Frequency; Percentage of Stools With Normal Consistency; Percentage of Stools With Abnormal Characteristics; Mean Number of Days Without Abdominal Complaints,False,False
PANCRELIPASE,NCT01747330,Evaluation of Safety and Tolerability of Creon Micro in Children Younger Than Four Years With Pancreatic Exocrine Insufficiency,COMPLETED,PHASE3,Pancreatic Exocrine Insufficiency,,4 Years,False,Body Weight; Height; Stool Frequency; Stool Consistency; Subject's Acceptance of Treatment,Number of Subjects With Adverse Events; Pulse; Number of Participants With Findings During Physical Examination; Number of Participants With Clinical Relevant Safety Laboratory Values,True,True
PANCRELIPASE,NCT01652157,Long-term Study in US Cystic Fibrosis Patients Receiving Digestive Enzyme Supplements to Assess Narrowing of the Large Intestine Causing Adverse Intestinal Symp,TERMINATED,,Fibrosing Colonopathy,0 Months,99 Years,True,Incidence rate of fibrosing colonopathy confirmed by an independent adjudication panel in patients receiving ZENPEP; Incidence rate of fibrosing colonopathy confirmed by an independent adjudication panel in patients receiving ULTRESA; Incidence rate of fibrosing colonopathy confirmed by an independe,Odds ratio (95% confidence interval) to quantify the association between possible risk factors and confirmed fibrosing colonopathy,False,False
PANCRELIPASE,NCT00513682,Efficacy and Safety of Ultrase® MT20 in Improving the Coefficient of Fat Absorption (CFA) in Children With Cystic Fibrosis (CF) and Pancreatic Insufficiency (PI,COMPLETED,PHASE3,Cystic Fibrosis; Pancreatic Insufficiency,7 Years,11 Years,True,Percent Coefficient of Fat Absorption (CFA),Percent Coefficient of Nitrogen Absorption (CNA),False,False
PANCRELIPASE,NCT00510484,Study Investigating a Delayed-Release Pancrelipase in Patients With Exocrine Pancreatic Insufficiency Due to Cystic Fibrosis,COMPLETED,PHASE3,Cystic Fibrosis,12 Years,,True,Coefficient of Fat Absorption (%),Coefficient of Nitrogen Absorption (%); Total Fat Excretion (Grams); Total Stool Weight (Grams); Stool Frequency; Percentage of Days With no Flatulence.; Percentage of Days With no Abdominal Pain.,False,False
METRONIDAZOLE,NCT00667368,Bacterial Vaginosis Home Screening to Prevent STDs,COMPLETED,PHASE3,Bacterial Vaginosis,15 Years,25 Years,True,One-year Incidence of Chlamydial and Gonococcal Infections in Women Who Receive Screening (Every 2 Months) and Treatment for Asymptomatic Bacterial Vaginosis as Compared to a Control Group With Regular Monitoring (Every 2 Months) But no Treatment,Percentage of Women Testing Positive for Bacterial Vaginosis (BV) Through 12 Months,False,False
METRONIDAZOLE,NCT05497206,ROSA® Hip System THA PMCF,TERMINATED,NA,"Osteoarthritis, Hip; Avascular Necrosis of Hip",18 Years,80 Years,False,Accuracy of implant position,Evaluation of Patient safety; Patient Reported Outcome Measure (Oxford Hip Score); Numeric Pain Rating Scale (NPRS); Subject Satisfaction; Clinical performance will be assessed with evaluation of range of motion.; Clinical performance will be assessed with evaluation of stability using the Trendelen,True,False
METRONIDAZOLE,NCT00313131,Study of the Management of Vaginal Discharge in West African Using Single Dose Treatments,COMPLETED,PHASE3,Bacterial Vaginosis; Candidiasis; Vaginitis,11 Years,,True,Symptomatic resolution of the vaginal discharge according to the patient,Objective resolution of the vaginal discharge according to the study nurse or medical officer,False,False
METRONIDAZOLE,NCT07086937,Efficacy of Nitazoxanide Based Therapy vs Standard Triple Therapy in H-pylori in Children,COMPLETED,NA,Helicobacter Pylori Infection,2 Years,12 Years,True,Treatment efficacy,,False,False
METRONIDAZOLE,NCT03507556,Regeneration of Immature Teeth. Case Series,ACTIVE_NOT_RECRUITING,NA,Revascularization,6 Years,20 Years,True,complete healing,,False,False
METRONIDAZOLE,NCT02789865,Clinical Trial Comparing ERAT vs Antibiotic Therapy vs Appendectomy for Treatment of Uncomplicated Acute Appendicitis,UNKNOWN,PHASE2,Acute Appendicitis,12 Years,75 Years,True,duration of abdominal pain,mean hospital stay; duration of fever; duration of leukocytosis; bed time; rate of complication; rate of recurrence; rate of appendectomy,False,False
METRONIDAZOLE,NCT06387147,ORal Antibiotics in Acute Mesenteric Ischemia,RECRUITING,PHASE3,Acute Mesenteric Ischemia,18 Years,90 Years,False,The primary objective is to assess the efficacy of oral antibiotics compared to placebo on reducing the rate of intestinal necrosis or death (composite primary outcome) in AMI patients within 30 days following the randomisation.,the rate of intestinal necrosis in the 30 days following the randomisation; the rate of short bowel syndrome (<200cm of remnant small bowel) at day-30 following the randomisation; the length of intestinal resection at day-30 following the randomisation; the occurrence of organ failures within the 30,True,False
METRONIDAZOLE,NCT01799356,Moxifloxacin Versus Ofloxacin Plus Metronidazole in Uncomplicated Pelvic Inflammatory Disease: Multicenter Randomized Controlled Trials,COMPLETED,PHASE4,Pelvic Inflammatory Disease,14 Years,45 Years,True,Clinically cure,Microbiological cure,False,False
METRONIDAZOLE,NCT03069976,"""Overlap Syndrome and PSC: Evaluating Role of Gut Microflora and Its Identification With Antibiotics in Children""",COMPLETED,NA,Primary Sclerosing Cholangitis; Autoimmune Hepatitis; Overlap Syndrome,3 Years,25 Years,True,Liver function test,Microbiome; Bile acid profile,False,False
METRONIDAZOLE,NCT00360607,A Comparative Phase IV Study Evaluating Efficacy & Safety Of Magnex(Cefoperazone-Sulbactam) In Intraabdominal Infections,COMPLETED,PHASE4,Infection,12 Years,,True,"Proportion of clinical efficacy-evaluable subjects who present with continued resolution at the 30-day follow-up visit.; Adverse events as observed by the investigator or volunteered as responses to unsolicited and non-leading questions.; Vital signs including systolic and diastolic blood pressures,",The proportion of clinical efficacy; evaluable subjects who are classified as having a clinical outcome of success or improvement at the end of study treatment;; proportion of microbiological efficacy-evaluable subjects who have a successful microbiological outcome; success or presumed success) at t,False,False
METRONIDAZOLE,NCT00456729,Malabsorption as a Cause of Iron Treatment Failure in Infants,COMPLETED,NA,Iron Deficiency; Malabsorption,6 Months,4 Years,True,Hgb level,Iron level; Ferritin Level,False,False
METRONIDAZOLE,NCT06926322,Evaluation of Different Medicaments in the Management of Necrotic Primary Molars by Lesion Sterilization and Tissue Repair,ENROLLING_BY_INVITATION,NA,"Pain, Postoperative; Root Resorption; Persistent Infection; Necrotic Pulp",4 Years,8 Years,True,Clinical success; Radiographic success,Antibacterial activity of studied medicaments against Enterococcus Faecalis bacteria,False,False
FENOTEROL HYDROBROMIDE,NCT00460577,Efficacy of Formoterol vs Ipatropioum Bromide Plus Fenoterol in Children (5-<12 Years) With Acute Bronchial Obstruction,COMPLETED,PHASE4,"Acute Bronchial Obstruction, Asthma",5 Years,12 Years,True,Mean Change in Maximum Expiratory Flow From Baseline to Final Evaluation; Mean Change in Forced Expiratory Volume in 1 Second (FEV1) From Baseline to Final Evaluation; Mean Change in Pulse Oxymetry From Baseline to Final Evaluation; Mean Change in the Conway Clinical Scale Score From Baseline to Fin,"Safety Assessed by: Pulse Oxymetry, Clinical Assessments, Adverse Events; Pharmacoeconomic Analysis",False,False
COLISTIMETHATE,NCT07512596,Study on the Safety and Efficacy of Polymyxin E2 Methanesulfonate for Injection in the Treatment of Hospital-Acquired Bacterial Pneumonia/Ventilator-Associated ,NOT_YET_RECRUITING,PHASE2,Hospital-acquired Bacterial Pneumonia/Ventilator-associated Bacterial Pneumonia,18 Years,,False,The proportion of subjects who achieved clinical cure; The percentage difference in subjects achieving clinical cure between the experimental group and the control group,The bacterial clearance rate; The proportion of subjects who achieved clinical cure; The proportion of subjects who achieved clinical cure; The proportion of subjects who achieved clinical cure; All-cause mortality; Average duration of mechanical ventilation; Average length of hospital stay; Change ,True,False
COLISTIMETHATE,NCT03397914,Effect of Different Colistin Doses on Clinical Outcome of Pediatric Cancer Patients With Gram Negative Infections,COMPLETED,PHASE4,Gram-Negative Bacterial Infections; Pediatric Cancer; Colistin; Colistin Adverse Reaction; MIC,1 Year,18 Years,True,"clinical improvement,",adverse events; microbiological clearance,False,False
COLISTIMETHATE,NCT02113397,Evaluation of Inhaled Antibiotics on Bacterial Diversity and Richness in the Cystic Fibrosis Lung,TERMINATED,,Cystic Fibrosis,12 Years,75 Years,True,Simpson Diversity Index,Bacterial Relative Abundance,False,False
COLISTIMETHATE,NCT06488794,Nebulised Colistimethate Sodium to Prevent Pediatric Ventilator-associated Pneumonia,NOT_YET_RECRUITING,PHASE2; PHASE3,Ventilator Associated Pneumonia,1 Month,14 Years,True,Incidence of Ventilation Associated Pneumonia,Incidence of Ventilation Associated Tracheobronchitis; Incidence of a first episode of VAP and VAT in the subgroup of patients with tracheobronchial bacterial colonization at randomization; Number of days spent on mechanical ventilation from randomization to day 28; Number of days without systemic a,False,False
COLISTIMETHATE,NCT01844778,Ease of Use and Microbial Contamination of Tobramycin Inhalation Powder (TIP) Versus Nebulised Tobramycin Inhalation Solution (TIS) and Nebulised Colistimethate,COMPLETED,PHASE4,Cystic Fibrosis,6 Years,,True,Mean Total Administration Time,Change in P. Aeruginosa Sputum Density; Number of Participants With Any Contaminated Delivery Device; Minimum Inhibitory Concentration (MIC) - MIC50 and MIC90 Tobramycin Values; Number of Participants With Post-inhalation Bronchospasm,False,False
ELEXACAFTOR,NCT05599230,Daily Monitoring of Respiratory Symptoms and Spirometry During ETI Treatment in Persons With Cystic Fibrosis.,UNKNOWN,,Cystic Fibrosis,12 Years,,True,FEV1 changes from baseline (3 days before treatment) to Day 14 under ETI,Respiratory symptoms score changes from baseline (3 days before treatment) to Day 14 under ETI,False,False
ELEXACAFTOR,NCT04732910,Modulate-CF: Cystic Fibrosis Transmembrane Regulator (CFTR) Biomarker Study to Evaluate the Rescue of Mutant CFTR in Patients With Cystic Fibrosis Treated With ,RECRUITING,,Cystic Fibrosis,6 Months,,True,Intestinal current measurement (ICM),Forced expiratory volume in 1 second (FEV1); Nasal potential Difference (NPD); Sweat chloride; Lung clearance index (LCI); Lung magnetic resonance imaging (MRI); Lung computer tomography; Paranasal sinus magnetic resonance imaging (MRI); Fecal elastase; Weight; Airway Microbiome; Sputum Elasticity; ,False,False
ELEXACAFTOR,NCT05576324,Effect of the CFTR-modulating Triple Therapy Elexacaftor - Tezacaftor - Ivacaftor,UNKNOWN,,Cystic Fibrosis,6 Years,,True,Peripheral Blood Immunograms; Peripheral Blood Immunograms,"Shear Wave Velocity (SWV); Shear Wave Velocity (SWV); Attenuation Coefficient (AC); Attenuation Coefficient (AC); Serum bile acids; Serum bile acids; Respiratory function test (FEV1, FVC); Respiratory function test (FEV1, FVC); Blood cell count; Blood cell count; Erythrocytoid hemoglobin A1c; Erythr",False,False
ELEXACAFTOR,NCT04509050,Study to Evaluate Biological & Clinical Effects of Significantly Corrected CFTR Function in Infants & Young Children,RECRUITING,,Cystic Fibrosis,,10 Years,False,Part A Primary Outcome Measure: Change in weight-for-age z-scores; Part A Primary Outcome Measure: Change in height-for-age z-scores; Part B Primary Outcome Measure: Change in weight-for-age z-scores; Part B Primary Outcome Measure: Change in height-for-age z-scores,,True,True
ELEXACAFTOR,NCT05699148,Gut Imaging for Function and Transit in Cystic Fibrosis 3 Junior,UNKNOWN,,Cystic Fibrosis,6 Years,11 Years,True,Delta Small Bowel Water (DeltaSBW),Small bowel water content; Liver volume; Liver elastography; Lung ventilation,False,False
ELEXACAFTOR,NCT07363304,"Impact of Elexacaftor-Tezacaftor-Ivacaftor Treatment on Metabolic, Epigenetic and Fecal Microbiota Profiles in People With Cystic Fibrosis.",RECRUITING,,Cystic Fibrosis (CF),2 Years,,True,Difference in DNA methylation level before and after the start of therapy,"Difference in serum levels of fatty acids, amino acids, sugars and cytokines.; Correlation between serum levels of fatty acids, amino acids, sugars and cytokines and plasma levels of individual components of the triple modulator therapy (Elexacaftor, Tezacaftor, Ivacaftor)",False,False
ELEXACAFTOR,NCT07148739,Ensuring Access to Optimal Therapy in CF: The ENACT Study,RECRUITING,PHASE4,Cystic Fibrosis (CF),3 Years,,True,Concentration (ng/mL),Participant Mental and Neuropsychological Health; Investigators will evaluate the feasibility of reducing dose to manage Neuropsychological Side Effects (NPSE).; Response to dosing adjustments,False,False
ELEXACAFTOR,NCT06191640,Sinus Disease in Young Children With Cystic Fibrosis,RECRUITING,,Cystic Fibrosis in Children; Cystic Fibrosis; Chronic Rhinosinusitis (Diagnosis); Olfactory Disorder; Olfactory Impairment,2 Years,8 Years,True,Change in MRI sinus opacification; Change in olfactory bulb volume,Change in Pediatric Smell Wheel (PSW) Scores; Olfactory Cleft Opacification; Change in Brief Questionnaire of Olfactory Disorders (BQOD) Scores; Change in Sinus and Nasal Quality of Life Survey (SN-5) - Symptom Frequency Domains; Change in Sinus and Nasal Quality of Life Survey (SN-5) - Overall Qual,False,False
MONTELUKAST,NCT00963599,Montelukast in Seasonal Allergic Rhinitis - Fall 1999 Study (0476A-117),COMPLETED,PHASE3,Seasonal Allergic Rhinitis,15 Years,85 Years,True,Mean Change From Baseline in Daytime Nasal Symptoms Score,Mean Change From Baseline in Nighttime Symptoms Score; Change From Baseline in Composite Symptoms Score (Daytime Nasal and Nighttime Symptoms); Mean Change From Baseline in Daytime Eye Symptoms Score; Mean Change From Baseline in Daytime Nasal Congestion Score; Mean Change From Baseline in Daytime R,False,False
MONTELUKAST,NCT00974571,Montelukast in Perennial Allergic Rhinitis - 2001-2002 Study (0476-246),COMPLETED,PHASE3,Perennial Allergic Rhinitis,15 Years,85 Years,True,Mean Change From Baseline in Daytime Nasal Symptoms Score,Mean Change From Baseline in Nighttime Symptoms Score; Mean Change From Baseline in Composite Symptoms Score; Patient's Global Evaluation of Allergic Rhinitis; Physician's Global Evaluation of Allergic Rhinitis,False,False
MONTELUKAST,NCT00771160,MK0476 Study in Adult Patients With Perennial Allergic Rhinitis (0476-397)(COMPLETED),COMPLETED,PHASE3,"Rhinitis, Allergic",15 Years,,True,Any clinical or laboratory adverse experience,The daily mean of the composite nasal symptoms score at each of biweekly visits during the treatment period (average over the previous 2 weeks) or at time of termination,False,False
MONTELUKAST,NCT00196547,Montelukast in Modulating Exacerbations of Asthma in Children,COMPLETED,PHASE4,Asthma,2 Years,14 Years,True,Daily asthma symptom score,Unscheduled physician visits (including ER); Oral-cortico-steroid use,False,False
MONTELUKAST,NCT00545844,Singulair(R) In Asthma And Allergic Rhinitis (0476-383),COMPLETED,PHASE4,Asthma,15 Years,,True,Asthma Control,The Mean Change in Mini Rhinoconjunctivitis Quality of Life Questionnaire (MiniRQLQ) Overall Score; Effectiveness of Montelukast Therapy Used in Combination With Inhaled Corticosteroids or Inhaled Corticosteroids / Long-Acting Beta 2-Agonist in Improving the Symptoms of Asthma Using the Asthma Contr,False,False
MONTELUKAST,NCT05293132,Effect of Montelukast Versus Co Enzyme in Sepsis,COMPLETED,PHASE2; PHASE3,Sepsis,18 Years,,False,Twenty-eight-day mortality,Sequential organ failure assessment score; C- reactive protein; Heart rate; ICU length of stay; Length of hospital stay; The need for mechanical ventilation The number of patients who will need mechanical ventilation in addition to the duration of ventilation will be recorded; The need for vasopress,True,False
MONTELUKAST,NCT04673422,Effect of Montelukast in Preventing Dengue With Warning Signs in Dengue Patients,COMPLETED,PHASE2; PHASE3,Dengue; Dengue With Warning Signs; Dengue Shock Syndrome,18 Years,,False,Rate of dengue with warning signs,Rate of each component of composite outcome of dengue with warning signs; Rate of hospitalization; Length of hospital stay; Rate of severe dengue; Rate of dengue shock; 30-day mortality,True,False
MONTELUKAST,NCT00536705,Effect of Montelukast on the Expression and Variation of TGF-β for Children With Mild Persistent Asthma,COMPLETED,,Asthma,6 Years,14 Years,True,,,False,False
MONTELUKAST,NCT01754220,Open-label Study of the Effects of Montelukast in Patients With Chronic Cough,COMPLETED,PHASE4,Coughing,12 Years,60 Years,True,Difference in the cough reflex parameters (C2 and C5) before and after two weeks of treatment with montelukast; Difference in average scores on modified Leicester Cough Questionnaire (LCQ) before and after two weeks of treatment with montelukast,"Difference in pulmonary function parameters (FVC, FEV1, PEF), before and after two weeks of treatment with montelukast; Difference in Exhaled breath temperature (EBT) before and after two weeks of treatment with montelukast; Difference in laboratory markers (CBC, CRP, total IgE, ESP, MPO) before and",False,False
MONTELUKAST,NCT00968201,Chronic Asthma Study in 2- to 5-Year-Old Patients (MK0476-072 ),COMPLETED,PHASE3,Asthma,2 Years,5 Years,True,Number of Patients With Clinical Adverse Experiences (CAE) Reported by Patients - Base Study,Number of Patients With Drug-related CAEs Reported by Patients - Base Study; Number of Patients With Serious CAEs Reported by Patients - Base Study; Number of Patients With Serious Drug-related CAEs Reported by Patients - Base Study; Number of Patients Who Were Discontinued Due to CAEs - Base Study;,False,False
MONTELUKAST,NCT00641472,"Pulmicort Respules(Budesonide Inhalation Suspension) vs Singulair, Children",COMPLETED,PHASE4,Asthma,2 Years,8 Years,True,Time to first asthma medication as either step-up PULMICORT RESPULES or oral steroids,"Incidence and Severity of Adverse Events; Time to 1st additional asthma medication measured at 12 weeks and 26 weeks; Time to 1st acute severe exacerbation (as measured by the need for oral steroids), measured at 12 weeks, 26 weeks, and 52 weeks",False,False
MONTELUKAST,NCT02534467,Does Treatment With Montelukast Improve Symptoms of Atopic Dermatitis in Children?,COMPLETED,PHASE4,"Dermatitis, Atopic",6 Years,16 Years,True,Change in SCORAD Scoring Atopic Dermatitis index (Units on a scale),Change in SCORAD Scoring Atopic Dermatitis index (Units on a scale); Change in children's Dermatology Life Quality Index cDLQI (Units on a scale); Change in children's Dermatology Life Quality Index cDLQI (Units on a scale),False,False
MONTELUKAST,NCT00494572,"Montelukast With Status Asthmaticus, Ages 6-18",UNKNOWN,PHASE2; PHASE3,Status Asthmaticus; Asthma,6 Years,18 Years,True,Evaluate effectiveness of Montelukast as adjunctive therapy,Estimate the first dose pharmacokinetic parameter of Montelukast,False,False
MONTELUKAST,NCT00319995,Effects of Loratadine/Montelukast vs Pseudoephedrine and Placebo in Patients With Seasonal Allergic Rhinitis (Study P04095) (COMPLETED),COMPLETED,PHASE3,"Rhinitis, Allergic, Seasonal",15 Years,,True,,,False,False
MONTELUKAST,NCT00337675,Intermittent and Daily Dosing for Episodic (Periodic) Asthma (0476-302)(COMPLETED),COMPLETED,PHASE3,Asthma,6 Months,5 Years,True,Number of Asthma Episodes Culminating in Asthma Attack Over the 1-year Treatment Period,"Daily Average of Wheeze and Difficulty Breathing in the 3 Days Prior to Start of an Asthma Attack Within an Asthma Episode; Daily Average of the Mean Symptom Scores (Wheeze, Difficulty Breathing, Interference With Activity, and Daytime Cough) Assessed Over the 12-day Treatment Period of Asthma Episo",False,False
MONTELUKAST,NCT01640535,Efficacy and Safety of Concomitant Montelukast Sodium and Levocetirizine Dihydrochloride in Perennial Allergic Rhinitis (PAR) Patients,COMPLETED,PHASE3,Perennial Allergic Rhinitis,15 Years,,True,Mean Daytime Nasal Symptom Score,Change in Mean Nighttime Nasal Symptom from baseline at Weeks 1-2 (2 weeks) and Weeks 3-4 (2 weeks) of treatment; Mean Composite Symptom Score,False,False
MONTELUKAST,NCT01156792,Safety and Efficacy Study of Adding GSK2190915 to Low Dose Inhaled Corticosteroid Treatment for Asthma Subjects > or = 12 Years of Age,COMPLETED,PHASE2,Asthma,12 Years,,True,Trough (AM Pre-dose and Pre-rescue Bronchodilator) Forced Expiratory Volume in 1 Second (FEV1) at the End of the 6-week Treatment Period,Daily Trough (Morning Pre-dose and Pre-rescue Bronchodilator) Morning Peak Expiratory Flow (PEF) Averaged Over the Last 3 Weeks of the 6-week Treatment Period; Daily Evening PEF Averaged Over the Last 3 Weeks of the 6-week Treatment Period; Daily (Average of Morning and Evening) PEF Averaged Over th,False,False
MONTELUKAST,NCT04351698,SMILES: Study of Montelukast in Sickle Cell Disease,UNKNOWN,PHASE2; PHASE3,"Anemia, Sickle Cell; Sleep-Disordered Breathing",3 Years,8 Years,True,Change in processing speed scores from baseline to 12 weeks for participants with sickle cell disease randomised to the control arm or the treatment arm.; Change in processing speed scores from baseline to 12 weeks for participants with sickle cell disease randomised to the control arm or the treatm,Change in executive function (from NIH Toolbox® Cognition Battery) from baseline to 12 weeks for participants with sickle cell disease randomised to the control arm or the treatment arm.; Change in executive function (parent reported questionnaire) from baseline to 12 weeks for participants with sic,False,False
MONTELUKAST,NCT00903357,The Effectiveness of Montelukast on Atopic Dermatitis in Koreans,COMPLETED,NA,Atopic Dermatitis,2 Years,6 Years,True,Changes in SCORAD Index; Changes in Urinary LTE4; Changes in Urinary EDN,,False,False
MONTELUKAST,NCT00380484,Short- and Long Term Growth in Children With Asthma,COMPLETED,PHASE4,Asthma,6 Years,11 Years,True,Lower leg growth rate; Height,,True,True
MONTELUKAST,NCT00770900,Study to Evaluate the Inflammatory Cells Activity in Patients With Persistent Asthma Treated With Montelukast (0476-403)(COMPLETED),COMPLETED,PHASE4,Asthma,2 Years,18 Years,True,Verify if the quantitative parameters of the eosinophils activation and phagocyte system function show a predictive value for clinical response and prognostic.,,False,False
MONTELUKAST,NCT00446186,MK0476 Study in Adult Patients With Allergic Rhinitis (0476-378),COMPLETED,PHASE2,Rhinitis Allergic,15 Years,65 Years,True,The change from baseline in the composite nasal symptoms score (average over the 2-week treatment period) in seasonal allergic rhinitis,,False,False
