mouse_gene,human_gene,crispr_tier,crispr_effect_class,total_score,score_positive,score_penalty,fg_zone_bias,mouse_zone_top,human_zone_top,height_n_loci,tractable_class,blacklist_reasons,desired_intervention_direction
Ola1,OLA1,,KO_promotes_maturation,0.27285,1.07285,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Melk,MELK,,KO_promotes_maturation,0.27265,1.07265,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Vangl2,VANGL2,,KO_promotes_maturation,0.27243,1.07243,0.8,hypertrophic,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gpr20,GPR20,,KO_promotes_maturation,0.27215,1.07215,0.8,shared,resting,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prrc2c,PRRC2C,,KO_promotes_maturation,0.27152,1.07152,0.8,shared,proliferative,proliferative,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sox14,SOX14,,KO_promotes_maturation,0.27087,1.07087,0.8,,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dynlrb1,DYNLRB1,,KO_promotes_maturation,0.27043,1.07043,0.8,hypertrophic,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tmem26,TMEM26,,KO_promotes_maturation,0.26996,1.06996,0.8,hypertrophic,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rap1gap2,RAP1GAP2,,KO_promotes_maturation,0.26775,1.06775,0.8,proliferative,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Wnt9a,WNT9A,,KO_promotes_maturation,0.26728,1.46728,1.2,hypertrophic,resting,resting,13.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zbtb4,ZBTB4,,KO_promotes_maturation,0.26673,1.46673,1.2,shared,resting,resting,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nuak1,NUAK1,,KO_promotes_maturation,0.26613,1.06613,0.8,shared,resting,resting,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc24a2,SLC24A2,,KO_promotes_maturation,0.26608,1.06608,0.8,proliferative,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cd163,CD163,,KO_promotes_maturation,0.26605,1.06605,0.8,hypertrophic,resting,resting,9.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Csnk1g2,CSNK1G2,,KO_promotes_maturation,0.26601,1.06601,0.8,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ttc7b,TTC7B,,KO_promotes_maturation,0.26596,1.06596,0.8,hypertrophic,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc29a1,SLC29A1,,KO_promotes_maturation,0.26551,1.06551,0.8,hypertrophic,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tgs1,TGS1,,KO_promotes_maturation,0.26513,1.06513,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dcakd,DCAKD,,KO_promotes_maturation,0.26492,1.06492,0.8,proliferative,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cep164,CEP164,,KO_promotes_maturation,0.26466,1.06466,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Atp1a1,ATP1A1,,KO_promotes_maturation,0.26448,1.06448,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc9a1,SLC9A1,,KO_promotes_maturation,0.26365,1.06365,0.8,hypertrophic,proliferative,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ell2,ELL2,,KO_promotes_maturation,0.26345,1.06345,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rnf169,RNF169,,KO_promotes_maturation,0.2626,1.0626,0.8,shared,resting,resting,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Oxct1,OXCT1,,KO_promotes_maturation,0.26255,1.06255,0.8,shared,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gorasp2,GORASP2,,KO_promotes_maturation,0.26236,1.06236,0.8,shared,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Blnk,BLNK,,KO_promotes_maturation,0.26219,1.06219,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gstp1,GSTP1,,KO_promotes_maturation,0.26202,1.06202,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppa2,PPA2,,KO_promotes_maturation,0.26179,1.06179,0.8,shared,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rsph6a,RSPH6A,,KO_promotes_maturation,0.26145,1.06145,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc16a10,SLC16A10,,KO_promotes_maturation,0.26105,1.06105,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Haus6,HAUS6,,KO_promotes_maturation,0.26097,1.06097,0.8,shared,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gpr135,GPR135,,KO_promotes_maturation,0.26018,1.06018,0.8,proliferative,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tmem86a,TMEM86A,,KO_promotes_maturation,0.26013,1.06013,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Odc1,ODC1,,KO_promotes_maturation,0.25924,1.05924,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hsd17b12,HSD17B12,,KO_promotes_maturation,0.25904,1.05904,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bckdha,BCKDHA,,KO_promotes_maturation,0.25884,1.05884,0.8,hypertrophic,resting,resting,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ndufaf7,NDUFAF7,,KO_promotes_maturation,0.25867,1.05867,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppp2ca,PPP2CA,B_primary_reproducible,KO_promotes_maturation,0.2584,3.57983,3.32143,shared,hypertrophic,hypertrophic,1.0,enzyme; phosphatase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Map6d1,MAP6D1,,KO_promotes_maturation,0.25658,1.05658,0.8,proliferative,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lca5,LCA5,,KO_promotes_maturation,0.25564,1.05564,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lifr,LIFR,,KO_promotes_maturation,0.25561,1.05561,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Inppl1,INPPL1,,KO_promotes_maturation,0.25517,1.05517,0.8,hypertrophic,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zbtb18,ZBTB18,,KO_promotes_maturation,0.25431,1.05431,0.8,proliferative,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pcnt,PCNT,,KO_promotes_maturation,0.25371,1.05371,0.8,hypertrophic,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Brca2,BRCA2,,KO_promotes_maturation,0.2536,1.0536,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdk5rap3,CDK5RAP3,,KO_promotes_maturation,0.25354,1.05354,0.8,proliferative,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Arhgdig,ARHGDIG,,KO_promotes_maturation,0.2534,1.0534,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc25a20,SLC25A20,,KO_promotes_maturation,0.25333,1.05333,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gap43,GAP43,,KO_promotes_maturation,0.25325,1.05325,0.8,hypertrophic,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Map4k3,MAP4K3,,KO_promotes_maturation,0.253,1.053,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hcn1,HCN1,,KO_promotes_maturation,0.25224,1.05224,0.8,hypertrophic,resting,resting,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dctn2,DCTN2,,KO_promotes_maturation,0.25154,1.05154,0.8,hypertrophic,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cacna2d3,CACNA2D3,,KO_promotes_maturation,0.25133,1.05133,0.8,proliferative,proliferative,proliferative,9.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nfatc1,NFATC1,,KO_promotes_maturation,0.25034,1.45034,1.2,hypertrophic,resting,resting,16.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dnah7a,DNAH7,,KO_promotes_maturation,0.2487,1.0487,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ccl21a,CCL21,,KO_promotes_maturation,0.24764,1.04764,0.8,,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cnppd1,CNPPD1,,KO_promotes_maturation,0.24704,1.04704,0.8,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Trim68,TRIM68,,KO_promotes_maturation,0.24693,1.04693,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Atrnl1,ATRNL1,,KO_promotes_maturation,0.2469,1.0469,0.8,hypertrophic,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zbtb45,ZBTB45,,KO_promotes_maturation,0.24656,1.04656,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mipep,MIPEP,,KO_promotes_maturation,0.24642,1.04642,0.8,proliferative,proliferative,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lnx2,LNX2,,KO_promotes_maturation,0.24631,1.04631,0.8,hypertrophic,hypertrophic,hypertrophic,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Galm,GALM,,KO_promotes_maturation,0.24569,1.04569,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Stk4,STK4,,KO_promotes_maturation,0.24569,1.04569,0.8,shared,proliferative,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Snx19,SNX19,,KO_promotes_maturation,0.24554,1.04554,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Poc1b,POC1B,,KO_promotes_maturation,0.24554,1.04554,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tia1,TIA1,,KO_promotes_maturation,0.24529,1.04529,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Thrap3,THRAP3,,KO_promotes_maturation,0.24526,1.04526,0.8,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mrpl4,MRPL4,,KO_promotes_maturation,0.24518,1.04518,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ngdn,NGDN,,KO_promotes_maturation,0.24505,1.04505,0.8,shared,resting,resting,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cyb5r3,CYB5R3,,KO_promotes_maturation,0.24497,1.04497,0.8,hypertrophic,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dock4,DOCK4,,KO_promotes_maturation,0.24482,1.04482,0.8,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Milr1,MILR1,,KO_promotes_maturation,0.24463,1.04463,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tsnax,TSNAX,,KO_promotes_maturation,0.24445,1.04445,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Adamts10,ADAMTS10,,KO_promotes_maturation,0.24392,1.44392,1.2,proliferative,resting,resting,12.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sesn3,SESN3,,KO_promotes_maturation,0.24361,1.04361,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sfi1,SFI1,,KO_promotes_maturation,0.24302,1.04302,0.8,proliferative,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ttc17,TTC17,,KO_promotes_maturation,0.24282,1.04282,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Elavl1,ELAVL1,,KO_promotes_maturation,0.24277,1.04277,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nme6,NME6,,KO_promotes_maturation,0.24274,1.04274,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ranbp3,RANBP3,,KO_promotes_maturation,0.24206,1.04206,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sae1,SAE1,,KO_promotes_maturation,0.24175,1.04175,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Stradb,STRADB,,KO_promotes_maturation,0.24145,1.04145,0.8,hypertrophic,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Itfg1,ITFG1,,KO_promotes_maturation,0.24124,1.04124,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Aip,AIP,,KO_promotes_maturation,0.24114,1.04114,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mei1,MEI1,,KO_promotes_maturation,0.24059,1.04059,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tanc1,TANC1,,KO_promotes_maturation,0.23929,1.03929,0.8,proliferative,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Arcn1,ARCN1,,KO_promotes_maturation,0.23798,1.03798,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Arhgap35,ARHGAP35,,KO_promotes_maturation,0.23789,1.03789,0.8,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
4930503L19Rik,C18orf54,,KO_promotes_maturation,0.23711,1.03711,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fcho1,FCHO1,,KO_promotes_maturation,0.23643,1.03643,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Exoc2,EXOC2,,KO_promotes_maturation,0.23608,1.03608,0.8,hypertrophic,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mvb12a,MVB12A,,KO_promotes_maturation,0.23571,1.03571,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dhx38,DHX38,,KO_promotes_maturation,0.2356,1.0356,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dysf,DYSF,,KO_promotes_maturation,0.23394,1.43394,1.2,hypertrophic,resting,resting,27.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Steap1,STEAP1B,,KO_promotes_maturation,0.2338,1.0338,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bpifb1,BPIFB1,,KO_promotes_maturation,0.23122,1.03122,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Psmb4,PSMB4,,KO_promotes_maturation,0.23118,1.03118,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rnf123,RNF123,,KO_promotes_maturation,0.23099,1.03099,0.8,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Btrc,BTRC,,KO_promotes_maturation,0.23098,1.03098,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pde12,PDE12,,KO_promotes_maturation,0.23092,1.03092,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Exosc3,EXOSC3,,KO_promotes_maturation,0.23066,1.03066,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ier3ip1,IER3IP1,,KO_promotes_maturation,0.22957,1.02957,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cilp2,CILP2,,KO_promotes_maturation,0.22877,1.42877,1.2,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Edem3,EDEM3,,KO_promotes_maturation,0.22799,1.02799,0.8,proliferative,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Srp72,SRP72,,KO_promotes_maturation,0.22755,1.02755,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sh2d5,SH2D5,,KO_promotes_maturation,0.22729,1.02729,0.8,proliferative,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pomk,POMK,,KO_promotes_maturation,0.22728,1.02728,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ap2a2,AP2A2,,KO_promotes_maturation,0.22637,1.02637,0.8,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc25a38,SLC25A38,,KO_promotes_maturation,0.22546,1.02546,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Egln2,EGLN2,,KO_promotes_maturation,0.22525,1.02525,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Itga2,ITGA2,,KO_promotes_maturation,0.22496,1.02496,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Asb3,ASB3,,KO_promotes_maturation,0.22462,1.02462,0.8,proliferative,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mex3c,MEX3C,,KO_promotes_maturation,0.22403,1.02403,0.8,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dis3,DIS3,,KO_promotes_maturation,0.22394,1.02394,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ttll4,TTLL4,,KO_promotes_maturation,0.22338,1.02338,0.8,proliferative,proliferative,proliferative,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fn1,FN1,,KO_promotes_maturation,0.22332,1.02332,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp512,ZNF512,,KO_promotes_maturation,0.2233,1.0233,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Esco1,ESCO1,,KO_promotes_maturation,0.22252,1.02252,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cenpf,CENPF,,KO_promotes_maturation,0.22172,1.02172,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Acadl,ACADL,,KO_promotes_maturation,0.22146,1.02146,0.8,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppfia3,PPFIA3,,KO_promotes_maturation,0.22144,1.02144,0.8,proliferative,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tfeb,TFEB,,KO_promotes_maturation,0.22088,1.02088,0.8,proliferative,resting,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cyp11a1,CYP11A1,,KO_promotes_maturation,0.22072,1.02072,0.8,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Arfgef1,ARFGEF1,,KO_promotes_maturation,0.22007,1.02007,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nop58,NOP58,B_primary_reproducible,KO_promotes_maturation,0.21929,3.01929,2.8,proliferative,proliferative,proliferative,1.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
U2surp,U2SURP,,KO_promotes_maturation,0.21909,1.01909,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
AW209491,C7orf25,,KO_promotes_maturation,0.21812,1.01812,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nyap1,NYAP1,,KO_promotes_maturation,0.21772,1.01772,0.8,hypertrophic,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Magi1,MAGI1,,KO_promotes_maturation,0.21724,1.01724,0.8,hypertrophic,resting,resting,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc33a1,SLC33A1,,KO_promotes_maturation,0.21704,1.01704,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rps7,RPS7,,KO_promotes_maturation,0.21679,1.01679,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Scgn,SCGN,,KO_promotes_maturation,0.21616,1.01616,0.8,,resting,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zc3hav1,ZC3HAV1,,KO_promotes_maturation,0.21535,1.01535,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Csf1r,CSF1R,,KO_promotes_maturation,0.21515,1.01515,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kif2a,KIF2A,,KO_promotes_maturation,0.21421,1.01421,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pigb,PIGB,,KO_promotes_maturation,0.21389,1.01389,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pdk4,PDK4,,KO_promotes_maturation,0.21243,1.01243,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Stc1,STC1,,KO_promotes_maturation,0.21228,1.41228,1.2,hypertrophic,resting,resting,12.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kif9,KIF9,,KO_promotes_maturation,0.21226,1.01226,0.8,shared,resting,resting,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rbm48,RBM48,,KO_promotes_maturation,0.2122,1.0122,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ttll12,TTLL12,,KO_promotes_maturation,0.21208,1.01208,0.8,hypertrophic,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cyp51,CYP51A1,,KO_promotes_maturation,0.21139,1.01139,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ccdc167,CCDC167,,KO_promotes_maturation,0.21135,1.01135,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dguok,DGUOK,,KO_promotes_maturation,0.21092,1.01092,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ddost,DDOST,,KO_promotes_maturation,0.21035,1.01035,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dennd6a,DENND6A,,KO_promotes_maturation,0.20992,1.00992,0.8,shared,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dtwd2,DTWD2,,KO_promotes_maturation,0.20923,1.00923,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dnajc3,DNAJC3,,KO_promotes_maturation,0.20863,1.00863,0.8,proliferative,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Map1lc3b,MAP1LC3B,,KO_promotes_maturation,0.20812,1.00812,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Psph,PSPH,,KO_promotes_maturation,0.20737,1.00737,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fpr1,FPR1,,KO_promotes_maturation,0.20717,1.00717,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pex14,PEX14,,KO_promotes_maturation,0.20715,1.00715,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
