mouse_gene,human_gene,crispr_tier,crispr_effect_class,total_score,score_positive,score_penalty,fg_zone_bias,mouse_zone_top,human_zone_top,height_n_loci,tractable_class,blacklist_reasons,desired_intervention_direction
Prpf40b,PRPF40B,,KO_promotes_maturation,-0.0441245691260427,1.1558754308739574,1.2000000000000002,shared,resting,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cox4i2,COX4I2,,KO_promotes_maturation,-0.0445541572485883,0.7554458427514117,0.8,proliferative,hypertrophic,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fbxw4,FBXW4,,KO_promotes_maturation,-0.0446479548552027,1.1553520451447974,1.2000000000000002,hypertrophic,hypertrophic,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nxpe4,NXPE4,,KO_promotes_maturation,-0.04511160519755,0.75488839480245,0.8,hypertrophic,resting,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Arrdc3,ARRDC3,,KO_promotes_maturation,-0.0463170533970795,0.7536829466029205,0.8,hypertrophic,resting,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mark2,MARK2,,KO_promotes_maturation,-0.0483625687476582,0.7516374312523418,0.8,shared,resting,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Trim47,TRIM47,,KO_promotes_maturation,-0.0483736703651416,0.7516263296348584,0.8,shared,resting,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Foxo4,FOXO4,,KO_promotes_maturation,-0.0488012665055601,0.7511987334944399,0.8,proliferative,proliferative,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ern1,ERN1,,KO_promotes_maturation,-0.0519246826300981,0.7480753173699018,0.8,hypertrophic,proliferative,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gzmm,GZMM,,KO_promotes_maturation,-0.0524930900034117,0.7475069099965883,0.8,proliferative,hypertrophic,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Col23a1,COL23A1,,KO_promotes_maturation,-0.0533775393688196,0.7466224606311804,0.8,proliferative,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Per1,PER1,,KO_promotes_maturation,-0.0559225243599612,1.144077475640039,1.2000000000000002,hypertrophic,resting,,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dmrta1,DMRTA1,,KO_promotes_maturation,-0.0574853662143268,1.1425146337856733,1.2000000000000002,proliferative,resting,prehypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gys1,GYS1,,KO_promotes_maturation,-0.0578804957271061,0.7421195042728939,0.8,proliferative,proliferative,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Myrip,MYRIP,,KO_promotes_maturation,-0.059343066241434,0.740656933758566,0.8,proliferative,proliferative,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kcnn3,KCNN3,,KO_promotes_maturation,-0.0602009022712344,0.7397990977287656,0.8,proliferative,resting,perichondrium,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dock1,DOCK1,,KO_promotes_maturation,-0.0605404332580643,0.7394595667419357,0.8,shared,hypertrophic,prehypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dlgap2,DLGAP2,,KO_promotes_maturation,-0.0607332702720548,0.7392667297279452,0.8,proliferative,hypertrophic,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sdcbp2,SDCBP2,,KO_promotes_maturation,-0.0612332801660174,0.7387667198339826,0.8,hypertrophic,proliferative,,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prpf19,PRPF19,,KO_promotes_maturation,-0.0622650656252563,0.7377349343747437,0.8,shared,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cry1,CRY1,,KO_promotes_maturation,-0.0624319381982809,1.1375680618017192,1.2000000000000002,proliferative,resting,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tubgcp6,TUBGCP6,,KO_promotes_maturation,-0.0627432256779321,0.7372567743220679,0.8,shared,hypertrophic,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ston2,STON2,,KO_promotes_maturation,-0.0637804469582885,0.7362195530417115,0.8,hypertrophic,hypertrophic,prehypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ilf2,ILF2,,KO_promotes_maturation,-0.0674782303517879,0.7325217696482121,0.8,proliferative,hypertrophic,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gfra3,GFRA3,,KO_promotes_maturation,-0.0679475189304771,0.7320524810695229,0.8,proliferative,proliferative,perichondrium,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Golga2,GOLGA2,,KO_promotes_maturation,-0.070055334102806,0.729944665897194,0.8,shared,resting,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Snrnp48,SNRNP48,,KO_promotes_maturation,-0.0701986749550853,0.7298013250449147,0.8,hypertrophic,resting,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Camk1,CAMK1,,KO_promotes_maturation,-0.0702363295972126,0.7297636704027874,0.8,shared,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prkar1b,PRKAR1B,,KO_promotes_maturation,-0.070553263912136,1.1294467360878642,1.2000000000000002,hypertrophic,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rbm25,RBM25,,KO_promotes_maturation,-0.0712227090673546,0.7287772909326454,0.8,hypertrophic,proliferative,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mink1,MINK1,,KO_promotes_maturation,-0.0712498493498068,0.7287501506501932,0.8,hypertrophic,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pcgf2,PCGF2,,KO_promotes_maturation,-0.0712527601346034,0.7287472398653966,0.8,shared,resting,perichondrium,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sox11,SOX11,,KO_promotes_maturation,-0.0719979514047215,0.7280020485952785,0.8,proliferative,resting,perichondrium,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pnma5,PNMA5,,KO_promotes_maturation,-0.0722168994475569,0.7277831005524431,0.8,proliferative,proliferative,,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Srek1,,,KO_promotes_maturation,-0.0732138730021236,0.7267861269978764,0.8,proliferative,resting,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pfkl,PFKL,,KO_promotes_maturation,-0.0737521520844904,0.7262478479155096,0.8,proliferative,hypertrophic,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fads3,FADS3,,KO_promotes_maturation,-0.0738372525274964,0.7261627474725036,0.8,shared,hypertrophic,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ddx39b,DDX39B,,KO_promotes_maturation,-0.0749551983453776,0.7250448016546224,0.8,shared,resting,,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp362,ZNF362,,KO_promotes_maturation,-0.0751846935789659,0.7248153064210341,0.8,hypertrophic,hypertrophic,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Actn4,ACTN4,,KO_promotes_maturation,-0.0752381176845315,1.1247618823154686,1.2000000000000002,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Il20rb,IL20RB,,KO_promotes_maturation,-0.077609212854365,0.722390787145635,0.8,shared,resting,prehypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rlbp1,RLBP1,,KO_promotes_maturation,-0.0799878918020412,0.7200121081979588,0.8,proliferative,proliferative,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dnah7b,DNAH7,,KO_promotes_maturation,-0.0808743770314379,0.7191256229685621,0.8,proliferative,resting,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Plec,PLEC,,KO_promotes_maturation,-0.0816515794874133,1.1183484205125869,1.2000000000000002,shared,resting,perichondrium,16.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fam214a,,,KO_promotes_maturation,-0.0821299243726112,0.7178700756273888,0.8,hypertrophic,hypertrophic,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp185,ZNF185,,KO_promotes_maturation,-0.0822966829069138,0.7177033170930862,0.8,proliferative,proliferative,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Srgap2,SRGAP2,,KO_promotes_maturation,-0.0828523236753504,0.7171476763246496,0.8,shared,resting,perichondrium,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prelid2,PRELID2,,KO_promotes_maturation,-0.0830527510992819,0.7169472489007181,0.8,proliferative,proliferative,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Katnb1,KATNB1,,KO_promotes_maturation,-0.0849956369145035,0.7150043630854965,0.8,shared,resting,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Casc1,,,KO_promotes_maturation,-0.0857466251506844,0.7142533748493156,0.8,hypertrophic,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pidd1,PIDD1,,KO_promotes_maturation,-0.0858913950516968,0.7141086049483032,0.8,proliferative,hypertrophic,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Xirp2,XIRP2,,KO_promotes_maturation,-0.0865433543293827,0.7134566456706173,0.8,hypertrophic,,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc6a9,SLC6A9,,KO_promotes_maturation,-0.0877601802928895,0.7122398197071105,0.8,hypertrophic,hypertrophic,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nelfcd,NELFCD,,KO_promotes_maturation,-0.088370262908309,0.711629737091691,0.8,proliferative,proliferative,prehypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kdm3a,KDM3A,,KO_promotes_maturation,-0.0894380593097838,0.7105619406902162,0.8,hypertrophic,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Taf1c,TAF1C,,KO_promotes_maturation,-0.0918459873686931,0.708154012631307,0.8,shared,resting,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Coro1b,CORO1B,,KO_promotes_maturation,-0.0927573205331596,0.7072426794668404,0.8,shared,hypertrophic,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tubgcp2,TUBGCP2,,KO_promotes_maturation,-0.0940604949794767,0.7059395050205233,0.8,shared,resting,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dennd2a,DENND2A,,KO_promotes_maturation,-0.0946037576293674,1.1053962423706327,1.2000000000000002,shared,resting,prehypertrophic,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dact3,DACT3,,KO_promotes_maturation,-0.0946806593901965,0.7053193406098035,0.8,proliferative,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Aars,,,KO_promotes_maturation,-0.0954346112277184,0.7045653887722816,0.8,hypertrophic,hypertrophic,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Il6ra,IL6R,,KO_promotes_maturation,-0.0955452413042419,0.7044547586957581,0.8,shared,proliferative,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Adgrf3,ADGRF3,,KO_promotes_maturation,-0.0970618751717781,0.7029381248282219,0.8,shared,,,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Csmd3,CSMD3,,KO_promotes_maturation,-0.0972768030563888,1.102723196943611,1.2000000000000002,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Apba2,APBA2,,KO_promotes_maturation,-0.097296845436564,0.702703154563436,0.8,proliferative,proliferative,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pole,POLE,,KO_promotes_maturation,-0.0984490196464853,0.7015509803535147,0.8,proliferative,proliferative,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Adgrv1,ADGRV1,,KO_promotes_maturation,-0.1000044963133566,0.6999955036866434,0.8,proliferative,,,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tbrg4,TBRG4,,KO_promotes_maturation,-0.1002255808671858,0.6997744191328142,0.8,shared,hypertrophic,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc25a28,SLC25A28,,KO_promotes_maturation,-0.1005603911844201,0.6994396088155799,0.8,proliferative,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Greb1,GREB1,,KO_promotes_maturation,-0.1014177633417914,0.6985822366582086,0.8,proliferative,proliferative,prehypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp827,ZNF827,,KO_promotes_maturation,-0.1025295931637422,0.6974704068362578,0.8,shared,resting,perichondrium,10.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Safb2,SAFB2,,KO_promotes_maturation,-0.1040553333938111,0.6959446666061889,0.8,shared,resting,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ncaph,NCAPH,,KO_promotes_maturation,-0.105531429015959,0.694468570984041,0.8,shared,hypertrophic,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Incenp,INCENP,,KO_promotes_maturation,-0.1058787634918798,0.6941212365081202,0.8,proliferative,resting,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Eif2b2,EIF2B2,,KO_promotes_maturation,-0.1063726867674736,0.6936273132325264,0.8,hypertrophic,hypertrophic,prehypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prpf38b,PRPF38B,,KO_promotes_maturation,-0.1064744678957165,0.6935255321042835,0.8,hypertrophic,resting,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mthfd1l,MTHFD1L,,KO_promotes_maturation,-0.1065038647712187,0.6934961352287813,0.8,proliferative,resting,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Golga4,GOLGA4,,KO_promotes_maturation,-0.1066304249619407,1.0933695750380594,1.2000000000000002,shared,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sugp1,SUGP1,,KO_promotes_maturation,-0.1068500745729362,0.6931499254270638,0.8,shared,proliferative,perichondrium,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cox8b,COX8C,,KO_promotes_maturation,-0.1081783196024128,0.6918216803975872,0.8,proliferative,proliferative,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Med25,MED25,,KO_promotes_maturation,-0.1096639494937967,0.6903360505062033,0.8,proliferative,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tdrd9,TDRD9,,KO_promotes_maturation,-0.111132739276289,0.688867260723711,0.8,proliferative,hypertrophic,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Il17b,IL17B,,KO_promotes_maturation,-0.1118143783833824,0.6881856216166176,0.8,proliferative,proliferative,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Asb1,ASB1,,KO_promotes_maturation,-0.1122697688553181,0.6877302311446819,0.8,proliferative,hypertrophic,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Flnb,FLNB,,KO_promotes_maturation,-0.1127798745937349,1.0872201254062652,1.2000000000000002,proliferative,resting,perichondrium,15.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Car12,CA12,,KO_promotes_maturation,-0.1144766109900985,0.6855233890099015,0.8,proliferative,resting,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kctd13,KCTD13,,KO_promotes_maturation,-0.1144792865462727,1.0855207134537277,1.2000000000000002,proliferative,proliferative,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Magel2,MAGEL2,,KO_promotes_maturation,-0.1147676555763895,0.6852323444236105,0.8,proliferative,proliferative,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tpi1,TPI1,,KO_promotes_maturation,-0.1151504699100929,0.6848495300899071,0.8,proliferative,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Has2,HAS2,,KO_promotes_maturation,-0.1160223204864616,1.0839776795135383,1.2000000000000002,hypertrophic,resting,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Esrp1,ESRP1,,KO_promotes_maturation,-0.1171227734185214,0.6828772265814786,0.8,hypertrophic,hypertrophic,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
B3gnt7,B3GNT7,,KO_promotes_maturation,-0.1188005321887493,1.0811994678112509,1.2000000000000002,proliferative,hypertrophic,proliferative,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cubn,CUBN,,KO_promotes_maturation,-0.1191321758856918,0.6808678241143082,0.8,proliferative,resting,prehypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Abl1,ABL1,,KO_promotes_maturation,-0.1192138850489508,0.6807861149510492,0.8,hypertrophic,hypertrophic,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tpx2,TPX2,,KO_promotes_maturation,-0.1213798634990138,0.6786201365009862,0.8,proliferative,hypertrophic,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
BC049762,,,KO_promotes_maturation,-0.1215822589522973,0.6784177410477027,0.8,proliferative,hypertrophic,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Aatf,AATF,,KO_promotes_maturation,-0.1224473516034752,0.6775526483965248,0.8,proliferative,proliferative,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dsg2,DSG2,,KO_promotes_maturation,-0.1243050574312738,0.6756949425687262,0.8,hypertrophic,hypertrophic,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Espl1,ESPL1,,KO_promotes_maturation,-0.1251788765434869,0.6748211234565131,0.8,proliferative,hypertrophic,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bnip1,BNIP1,,KO_promotes_maturation,-0.1252843573105556,0.6747156426894444,0.8,proliferative,resting,prehypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Jph1,JPH1,,KO_promotes_maturation,-0.126186870290307,1.0738131297096931,1.2000000000000002,shared,proliferative,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fry,FRY,,KO_promotes_maturation,-0.1268536075699904,1.0731463924300098,1.2000000000000002,proliferative,resting,perichondrium,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pcyt2,PCYT2,,KO_promotes_maturation,-0.1278446086136809,0.6721553913863191,0.8,shared,proliferative,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ep400,EP400,,KO_promotes_maturation,-0.1289216824698826,0.6710783175301174,0.8,shared,proliferative,perichondrium,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mbd6,MBD6,,KO_promotes_maturation,-0.1294373048601551,0.6705626951398449,0.8,shared,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sez6l,SEZ6L,,KO_promotes_maturation,-0.130071458043437,0.669928541956563,0.8,proliferative,resting,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kif24,KIF24,,KO_promotes_maturation,-0.1309149872087167,0.6690850127912833,0.8,proliferative,hypertrophic,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Etnk2,ETNK2,,KO_promotes_maturation,-0.1334340413518997,0.6665659586481003,0.8,hypertrophic,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Aaas,AAAS,,KO_promotes_maturation,-0.1335933191274532,0.6664066808725468,0.8,proliferative,hypertrophic,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp280d,ZNF280D,,KO_promotes_maturation,-0.1338769127206304,0.6661230872793696,0.8,shared,resting,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ier5l,IER5L,,KO_promotes_maturation,-0.1348891734782438,0.6651108265217562,0.8,hypertrophic,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hexdc,,,KO_promotes_maturation,-0.13535392860518,0.66464607139482,0.8,proliferative,resting,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Atp9a,ATP9A,,KO_promotes_maturation,-0.135396659224589,0.6646033407754111,0.8,hypertrophic,proliferative,hypertrophic,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Efcab6,EFCAB6,,KO_promotes_maturation,-0.1375064634719995,0.6624935365280005,0.8,proliferative,proliferative,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gcnt2,GCNT2,,KO_promotes_maturation,-0.1394561895207664,0.6605438104792336,0.8,hypertrophic,hypertrophic,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Brd9,BRD9,,KO_promotes_maturation,-0.1432698843457382,0.6567301156542618,0.8,shared,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Phrf1,PHRF1,,KO_promotes_maturation,-0.1438633790191692,0.6561366209808308,0.8,shared,resting,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
C1qtnf3,C1QTNF3,,KO_promotes_maturation,-0.1440840646402821,0.6559159353597179,0.8,proliferative,proliferative,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tpcn1,TPCN1,,KO_promotes_maturation,-0.1440875980709686,0.6559124019290314,0.8,hypertrophic,hypertrophic,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Aif1l,AIF1L,,KO_promotes_maturation,-0.1441934879830189,0.6558065120169811,0.8,shared,proliferative,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Npepl1,NPEPL1,,KO_promotes_maturation,-0.144869916028,0.655130083972,0.8,proliferative,resting,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Camsap3,CAMSAP3,,KO_promotes_maturation,-0.1451309788699295,0.6548690211300705,0.8,proliferative,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hpse,HPSE,,KO_promotes_maturation,-0.146405223428043,0.653594776571957,0.8,hypertrophic,hypertrophic,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Stfa3,CSTA,,KO_promotes_maturation,-0.1470521266363018,1.0529478733636983,1.2000000000000002,hypertrophic,hypertrophic,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pelp1,PELP1,,KO_promotes_maturation,-0.1477794675475963,0.6522205324524037,0.8,proliferative,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sh2d3c,SH2D3C,,KO_promotes_maturation,-0.1492286358321144,0.6507713641678856,0.8,proliferative,proliferative,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gm973,KIAA2012,,KO_promotes_maturation,-0.1493583491237962,0.6506416508762038,0.8,proliferative,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Yeats2,YEATS2,,KO_promotes_maturation,-0.1494868843991199,0.6505131156008801,0.8,shared,proliferative,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nim1k,NIM1K,,KO_promotes_maturation,-0.1513158224434877,0.6486841775565123,0.8,shared,resting,prehypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tmeff1,TMEFF1,,KO_promotes_maturation,-0.1531024567396366,0.6468975432603634,0.8,proliferative,proliferative,,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gtpbp6,GTPBP6,,KO_promotes_maturation,-0.154306869933942,1.045693130066058,1.2000000000000002,proliferative,resting,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Epha10,EPHA10,,KO_promotes_maturation,-0.154753625156812,0.645246374843188,0.8,proliferative,hypertrophic,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tmem196,,,KO_promotes_maturation,-0.1562295128494231,0.6437704871505769,0.8,shared,proliferative,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Olfr875,,,KO_promotes_maturation,-0.1570013557668829,0.6429986442331171,0.8,proliferative,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hoxc6,HOXC6,,KO_promotes_maturation,-0.1580481194009139,0.6419518805990861,0.8,proliferative,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Trmu,TRMU,,KO_promotes_maturation,-0.1580549981880441,0.6419450018119559,0.8,proliferative,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdc37,CDC37,,KO_promotes_maturation,-0.1590913421827702,0.6409086578172298,0.8,shared,proliferative,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bcl2,BCL2,,KO_promotes_maturation,-0.160317229819648,1.0396827701803522,1.2000000000000002,proliferative,proliferative,prehypertrophic,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sptbn4,SPTBN4,,KO_promotes_maturation,-0.1608083261873412,0.6391916738126588,0.8,proliferative,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rabif,RABIF,,KO_promotes_maturation,-0.1640103487119293,0.6359896512880707,0.8,shared,hypertrophic,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fah,FAH,,KO_promotes_maturation,-0.1640736251368313,0.6359263748631687,0.8,proliferative,proliferative,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ubr4,UBR4,,KO_promotes_maturation,-0.1641637172930616,0.6358362827069384,0.8,shared,proliferative,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prom1,PROM1,,KO_promotes_maturation,-0.1655402200984661,0.6344597799015339,0.8,hypertrophic,hypertrophic,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nphp3,NPHP3,,KO_promotes_maturation,-0.1656437642979599,0.6343562357020401,0.8,proliferative,proliferative,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
